timestamp,total_consumption_mw,residential_mw,commercial_mw,industrial_mw,grid_frequency_hz,voltage_kv
2025-06-04 17:13:06.302036,9706.81,4368.07,3397.38,1941.36,49.9,132.0
2025-06-04 18:13:06.302036,13406.15,6032.77,4692.15,2681.23,50.03,130.3
2025-06-04 19:13:06.302036,13955.69,6280.06,4884.49,2791.14,50.15,131.8
2025-06-04 20:13:06.302036,13875.68,6244.06,4856.49,2775.14,50.07,131.2
2025-06-04 21:13:06.302036,13754.88,6189.7,4814.21,2750.98,50.0,132.2
2025-06-04 22:13:06.302036,13076.73,5884.53,4576.86,2615.35,50.0,133.0
2025-06-04 23:13:06.302036,10421.02,4689.46,3647.36,2084.2,50.1,136.3
2025-06-05 00:13:06.302036,5605.96,2522.68,1962.09,1121.19,50.09,132.4
2025-06-05 01:13:06.302036,6467.92,2910.56,2263.77,1293.58,49.92,130.3
2025-06-05 02:13:06.302036,5654.92,2544.71,1979.22,1130.98,49.79,130.9
2025-06-05 03:13:06.302036,5608.36,2523.76,1962.93,1121.67,50.02,132.7
2025-06-05 04:13:06.302036,6376.5,2869.42,2231.77,1275.3,50.1,130.8
2025-06-05 05:13:06.302036,5567.76,2505.49,1948.72,1113.55,50.05,129.4
2025-06-05 06:13:06.302036,13787.51,6204.38,4825.63,2757.5,50.12,131.1
2025-06-05 07:13:06.302036,11548.95,5197.03,4042.13,2309.79,50.14,131.8
2025-06-05 08:13:06.302036,13412.6,6035.67,4694.41,2682.52,49.84,130.8
2025-06-05 09:13:06.302036,12634.18,5685.38,4421.96,2526.84,50.0,131.1
2025-06-05 10:13:06.302036,10018.63,4508.38,3506.52,2003.73,49.89,131.7
2025-06-05 11:13:06.302036,9774.49,4398.52,3421.07,1954.9,50.05,133.4
2025-06-05 12:13:06.302036,9169.7,4126.36,3209.39,1833.94,49.85,134.6
2025-06-05 13:13:06.302036,9877.49,4444.87,3457.12,1975.5,49.93,135.1
2025-06-05 14:13:06.302036,9772.25,4397.51,3420.29,1954.45,50.12,132.1
2025-06-05 15:13:06.302036,10717.17,4822.73,3751.01,2143.43,50.18,131.5
2025-06-05 16:13:06.302036,10188.04,4584.62,3565.81,2037.61,50.06,134.7
2025-06-05 17:13:06.302036,9247.29,4161.28,3236.55,1849.46,50.07,134.1
2025-06-05 18:13:06.302036,12406.31,5582.84,4342.21,2481.26,49.88,127.9
2025-06-05 19:13:06.302036,13419.24,6038.66,4696.73,2683.85,50.07,135.0
2025-06-05 20:13:06.302036,13652.86,6143.79,4778.5,2730.57,50.16,129.2
2025-06-05 21:13:06.302036,12443.96,5599.78,4355.39,2488.79,49.99,132.8
2025-06-05 22:13:06.302036,13580.23,6111.11,4753.08,2716.05,49.79,131.8
2025-06-05 23:13:06.302036,9082.34,4087.05,3178.82,1816.47,50.07,132.7
2025-06-06 00:13:06.302036,5555.67,2500.05,1944.49,1111.13,49.95,129.9
2025-06-06 01:13:06.302036,5811.36,2615.11,2033.98,1162.27,50.1,130.0
2025-06-06 02:13:06.302036,5976.55,2689.45,2091.79,1195.31,49.95,130.4
2025-06-06 03:13:06.302036,5798.43,2609.29,2029.45,1159.69,49.9,130.9
2025-06-06 04:13:06.302036,5480.47,2466.21,1918.16,1096.09,50.2,132.1
2025-06-06 05:13:06.302036,5625.67,2531.55,1968.99,1125.13,50.02,131.8
2025-06-06 06:13:06.302036,12491.31,5621.09,4371.96,2498.26,50.06,133.5
2025-06-06 07:13:06.302036,12295.83,5533.12,4303.54,2459.17,49.94,131.4
2025-06-06 08:13:06.302036,11177.1,5029.7,3911.99,2235.42,49.85,134.7
2025-06-06 09:13:06.302036,13669.73,6151.38,4784.41,2733.95,49.98,133.2
2025-06-06 10:13:06.302036,9867.26,4440.27,3453.54,1973.45,50.31,134.2
2025-06-06 11:13:06.302036,9653.91,4344.26,3378.87,1930.78,49.9,128.8
2025-06-06 12:13:06.302036,9814.89,4416.7,3435.21,1962.98,49.92,129.2
2025-06-06 13:13:06.302036,9401.94,4230.87,3290.68,1880.39,49.89,135.4
2025-06-06 14:13:06.302036,10144.35,4564.96,3550.52,2028.87,50.0,135.0
2025-06-06 15:13:06.302036,9753.64,4389.14,3413.77,1950.73,49.91,135.0
2025-06-06 16:13:06.302036,9977.85,4490.03,3492.25,1995.57,49.9,131.6
2025-06-06 17:13:06.302036,9290.67,4180.8,3251.74,1858.13,49.86,133.9
2025-06-06 18:13:06.302036,14901.11,6705.5,5215.39,2980.22,49.86,133.1
2025-06-06 19:13:06.302036,13159.95,5921.98,4605.98,2631.99,49.95,130.8
2025-06-06 20:13:06.302036,13014.85,5856.68,4555.2,2602.97,50.0,130.3
2025-06-06 21:13:06.302036,13786.42,6203.89,4825.25,2757.28,49.99,131.5
2025-06-06 22:13:06.302036,12985.22,5843.35,4544.83,2597.04,49.94,133.5
2025-06-06 23:13:06.302036,9959.4,4481.73,3485.79,1991.88,49.9,132.2
2025-06-07 00:13:06.302036,5141.35,2313.61,1799.47,1028.27,49.83,133.1
2025-06-07 01:13:06.302036,4791.01,2155.96,1676.86,958.2,50.06,130.5
2025-06-07 02:13:06.302036,4508.01,2028.6,1577.8,901.6,49.84,132.1
2025-06-07 03:13:06.302036,5019.53,2258.79,1756.84,1003.91,49.91,133.3
2025-06-07 04:13:06.302036,4543.53,2044.59,1590.24,908.71,49.99,129.6
2025-06-07 05:13:06.302036,4793.69,2157.16,1677.79,958.74,50.0,130.3
2025-06-07 06:13:06.302036,10529.8,4738.41,3685.43,2105.96,50.1,130.8
2025-06-07 07:13:06.302036,11184.85,5033.18,3914.7,2236.97,49.89,133.1
2025-06-07 08:13:06.302036,11510.09,5179.54,4028.53,2302.02,49.75,130.4
2025-06-07 09:13:06.302036,11046.02,4970.71,3866.11,2209.2,49.98,132.7
2025-06-07 10:13:06.302036,8009.24,3604.16,2803.23,1601.85,50.01,131.7
2025-06-07 11:13:06.302036,8740.86,3933.39,3059.3,1748.17,50.03,132.7
2025-06-07 12:13:06.302036,8088.57,3639.85,2831.0,1617.71,49.95,131.1
2025-06-07 13:13:06.302036,8421.53,3789.69,2947.53,1684.31,49.96,132.6
2025-06-07 14:13:06.302036,9115.64,4102.04,3190.48,1823.13,50.09,131.3
2025-06-07 15:13:06.302036,8754.66,3939.6,3064.13,1750.93,49.96,127.9
2025-06-07 16:13:06.302036,7842.37,3529.07,2744.83,1568.47,49.81,131.3
2025-06-07 17:13:06.302036,8266.25,3719.81,2893.19,1653.25,50.17,132.7
2025-06-07 18:13:06.302036,11435.44,5145.95,4002.4,2287.09,50.08,127.6
2025-06-07 19:13:06.302036,11698.31,5264.24,4094.41,2339.66,50.08,129.0
2025-06-07 20:13:06.302036,12223.31,5500.49,4278.16,2444.66,50.03,131.2
2025-06-07 21:13:06.302036,11927.91,5367.56,4174.77,2385.58,50.23,132.4
2025-06-07 22:13:06.302036,11705.6,5267.52,4096.96,2341.12,49.95,130.3
2025-06-07 23:13:06.302036,8601.52,3870.68,3010.53,1720.3,49.91,132.1
2025-06-08 00:13:06.302036,4836.84,2176.58,1692.89,967.37,50.05,132.7
2025-06-08 01:13:06.302036,5212.25,2345.51,1824.29,1042.45,49.95,131.5
2025-06-08 02:13:06.302036,4712.69,2120.71,1649.44,942.54,49.96,132.8
2025-06-08 03:13:06.302036,5142.74,2314.23,1799.96,1028.55,49.91,133.7
2025-06-08 04:13:06.302036,5291.06,2380.98,1851.87,1058.21,50.04,135.8
2025-06-08 05:13:06.302036,4763.47,2143.56,1667.22,952.69,49.88,128.4
2025-06-08 06:13:06.302036,11539.33,5192.7,4038.77,2307.87,50.07,131.9
2025-06-08 07:13:06.302036,10886.53,4898.94,3810.28,2177.31,49.89,136.9
2025-06-08 08:13:06.302036,10805.6,4862.52,3781.96,2161.12,50.01,133.5
2025-06-08 09:13:06.302036,10994.45,4947.5,3848.06,2198.89,50.02,130.4
2025-06-08 10:13:06.302036,8453.33,3804.0,2958.66,1690.67,50.19,134.7
2025-06-08 11:13:06.302036,8916.52,4012.43,3120.78,1783.3,49.95,130.0
2025-06-08 12:13:06.302036,8206.7,3693.02,2872.35,1641.34,50.01,134.2
2025-06-08 13:13:06.302036,7559.77,3401.9,2645.92,1511.95,50.15,131.7
2025-06-08 14:13:06.302036,8082.37,3637.07,2828.83,1616.47,49.9,128.7
2025-06-08 15:13:06.302036,8598.56,3869.35,3009.49,1719.71,50.01,129.4
2025-06-08 16:13:06.302036,7723.86,3475.74,2703.35,1544.77,49.97,135.3
2025-06-08 17:13:06.302036,8151.45,3668.15,2853.01,1630.29,49.85,131.5
2025-06-08 18:13:06.302036,11404.44,5132.0,3991.55,2280.89,49.73,131.9
2025-06-08 19:13:06.302036,11428.6,5142.87,4000.01,2285.72,50.07,135.7
2025-06-08 20:13:06.302036,12213.37,5496.02,4274.68,2442.67,49.97,129.8
2025-06-08 21:13:06.302036,13049.77,5872.4,4567.42,2609.95,50.01,132.0
2025-06-08 22:13:06.302036,11548.15,5196.67,4041.85,2309.63,50.02,131.7
2025-06-08 23:13:06.302036,8021.76,3609.79,2807.62,1604.35,49.95,131.9
2025-06-09 00:13:06.302036,5671.23,2552.05,1984.93,1134.25,49.93,132.2
2025-06-09 01:13:06.302036,5755.31,2589.89,2014.36,1151.06,50.15,126.7
2025-06-09 02:13:06.302036,6147.78,2766.5,2151.72,1229.56,50.12,127.9
2025-06-09 03:13:06.302036,5729.74,2578.38,2005.41,1145.95,49.96,129.2
2025-06-09 04:13:06.302036,5602.91,2521.31,1961.02,1120.58,49.89,135.5
2025-06-09 05:13:06.302036,6102.36,2746.06,2135.83,1220.47,50.13,133.4
2025-06-09 06:13:06.302036,11917.82,5363.02,4171.24,2383.56,49.95,133.0
2025-06-09 07:13:06.302036,11859.04,5336.57,4150.66,2371.81,50.07,131.5
2025-06-09 08:13:06.302036,12394.15,5577.37,4337.95,2478.83,50.07,132.9
2025-06-09 09:13:06.302036,12402.9,5581.31,4341.02,2480.58,50.12,129.8
2025-06-09 10:13:06.302036,10015.27,4506.87,3505.35,2003.05,50.06,131.4
2025-06-09 11:13:06.302036,9874.49,4443.52,3456.07,1974.9,49.87,133.8
2025-06-09 12:13:06.302036,9626.22,4331.8,3369.18,1925.24,49.95,134.1
2025-06-09 13:13:06.302036,9373.88,4218.25,3280.86,1874.78,49.86,128.9
2025-06-09 14:13:06.302036,10010.45,4504.7,3503.66,2002.09,49.87,135.5
2025-06-09 15:13:06.302036,8704.64,3917.09,3046.63,1740.93,50.17,132.4
2025-06-09 16:13:06.302036,9669.07,4351.08,3384.17,1933.81,49.95,132.8
2025-06-09 17:13:06.302036,9697.77,4364.0,3394.22,1939.55,50.11,132.2
2025-06-09 18:13:06.302036,13704.69,6167.11,4796.64,2740.94,49.96,131.9
2025-06-09 19:13:06.302036,13811.81,6215.32,4834.14,2762.36,49.83,129.3
2025-06-09 20:13:06.302036,14107.98,6348.59,4937.79,2821.6,50.02,131.6
2025-06-09 21:13:06.302036,13615.01,6126.75,4765.25,2723.0,50.03,130.9
2025-06-09 22:13:06.302036,13073.13,5882.91,4575.59,2614.63,50.02,130.0
2025-06-09 23:13:06.302036,9914.38,4461.47,3470.03,1982.88,49.83,134.1
2025-06-10 00:13:06.302036,5967.38,2685.32,2088.58,1193.48,50.03,134.0
2025-06-10 01:13:06.302036,6315.09,2841.79,2210.28,1263.02,50.1,128.3
2025-06-10 02:13:06.302036,5456.66,2455.5,1909.83,1091.33,49.94,132.1
2025-06-10 03:13:06.302036,5980.52,2691.23,2093.18,1196.1,49.93,132.4
2025-06-10 04:13:06.302036,5609.45,2524.25,1963.31,1121.89,49.94,129.2
2025-06-10 05:13:06.302036,5560.53,2502.24,1946.18,1112.11,49.86,130.0
2025-06-10 06:13:06.302036,13296.29,5983.33,4653.7,2659.26,49.91,137.3
2025-06-10 07:13:06.302036,12942.42,5824.09,4529.85,2588.48,50.02,130.3
2025-06-10 08:13:06.302036,13073.14,5882.91,4575.6,2614.63,49.94,132.2
2025-06-10 09:13:06.302036,14247.67,6411.45,4986.68,2849.53,49.99,134.3
2025-06-10 10:13:06.302036,9374.45,4218.5,3281.06,1874.89,50.0,135.5
2025-06-10 11:13:06.302036,9411.47,4235.16,3294.01,1882.29,50.18,133.4
2025-06-10 12:13:06.302036,9442.8,4249.26,3304.98,1888.56,50.06,133.9
2025-06-10 13:13:06.302036,10018.13,4508.16,3506.34,2003.63,49.84,130.5
2025-06-10 14:13:06.302036,9595.81,4318.11,3358.53,1919.16,49.99,133.2
2025-06-10 15:13:06.302036,9802.38,4411.07,3430.83,1960.48,49.87,132.8
2025-06-10 16:13:06.302036,10012.67,4505.7,3504.44,2002.53,50.06,134.2
2025-06-10 17:13:06.302036,10121.17,4554.53,3542.41,2024.23,50.05,131.9
2025-06-10 18:13:06.302036,12472.81,5612.77,4365.48,2494.56,50.04,132.4
2025-06-10 19:13:06.302036,13787.18,6204.23,4825.51,2757.44,49.87,129.8
2025-06-10 20:13:06.302036,14318.75,6443.44,5011.56,2863.75,50.0,133.4
2025-06-10 21:13:06.302036,13621.73,6129.78,4767.61,2724.35,50.0,133.9
2025-06-10 22:13:06.302036,13251.5,5963.17,4638.02,2650.3,50.01,131.1
2025-06-10 23:13:06.302036,9504.97,4277.24,3326.74,1900.99,49.97,132.4
2025-06-11 00:13:06.302036,5690.08,2560.54,1991.53,1138.02,50.13,130.2
2025-06-11 01:13:06.302036,5775.16,2598.82,2021.31,1155.03,49.96,134.9
2025-06-11 02:13:06.302036,5886.92,2649.12,2060.42,1177.38,50.1,129.0
2025-06-11 03:13:06.302036,5907.47,2658.36,2067.61,1181.49,50.09,132.2
2025-06-11 04:13:06.302036,6140.2,2763.09,2149.07,1228.04,49.95,134.8
2025-06-11 05:13:06.302036,6499.72,2924.87,2274.9,1299.94,49.96,131.1
2025-06-11 06:13:06.302036,13548.74,6096.93,4742.06,2709.75,50.16,131.0
2025-06-11 07:13:06.302036,12365.5,5564.47,4327.92,2473.1,49.97,129.3
2025-06-11 08:13:06.302036,12050.7,5422.81,4217.74,2410.14,49.9,130.5
2025-06-11 09:13:06.302036,12608.96,5674.03,4413.14,2521.79,50.02,135.1
2025-06-11 10:13:06.302036,9231.05,4153.97,3230.87,1846.21,50.1,131.6
2025-06-11 11:13:06.302036,9692.02,4361.41,3392.21,1938.4,50.07,129.8
2025-06-11 12:13:06.302036,9901.83,4455.82,3465.64,1980.37,50.02,133.0
2025-06-11 13:13:06.302036,9856.53,4435.44,3449.79,1971.31,50.25,130.7
2025-06-11 14:13:06.302036,9458.09,4256.14,3310.33,1891.62,49.94,130.9
2025-06-11 15:13:06.302036,9406.41,4232.88,3292.24,1881.28,50.12,134.8
2025-06-11 16:13:06.302036,9438.78,4247.45,3303.57,1887.76,49.92,132.9
2025-06-11 17:13:06.302036,9447.78,4251.5,3306.72,1889.56,50.06,132.4
2025-06-11 18:13:06.302036,12571.58,5657.21,4400.05,2514.32,50.15,135.6
2025-06-11 19:13:06.302036,13185.7,5933.56,4614.99,2637.14,49.96,132.6
2025-06-11 20:13:06.302036,13829.94,6223.47,4840.48,2765.99,50.07,136.0
2025-06-11 21:13:06.302036,13482.13,6066.96,4718.74,2696.43,49.92,129.2
2025-06-11 22:13:06.302036,13105.35,5897.41,4586.87,2621.07,50.0,135.6
2025-06-11 23:13:06.302036,9464.59,4259.07,3312.61,1892.92,50.02,132.0
2025-06-12 00:13:06.302036,6176.03,2779.21,2161.61,1235.21,50.25,130.9
2025-06-12 01:13:06.302036,5686.97,2559.14,1990.44,1137.39,50.1,133.4
2025-06-12 02:13:06.302036,6367.91,2865.56,2228.77,1273.58,50.06,131.3
2025-06-12 03:13:06.302036,6001.8,2700.81,2100.63,1200.36,50.11,133.6
2025-06-12 04:13:06.302036,5977.49,2689.87,2092.12,1195.5,50.11,134.3
2025-06-12 05:13:06.302036,6232.5,2804.63,2181.38,1246.5,50.06,131.7
2025-06-12 06:13:06.302036,12723.52,5725.58,4453.23,2544.7,50.12,130.4
2025-06-12 07:13:06.302036,12863.7,5788.66,4502.29,2572.74,49.96,132.1
2025-06-12 08:13:06.302036,13438.26,6047.22,4703.39,2687.65,50.02,132.1
2025-06-12 09:13:06.302036,11772.06,5297.43,4120.22,2354.41,50.07,133.3
2025-06-12 10:13:06.302036,10766.97,4845.13,3768.44,2153.39,49.97,132.4
2025-06-12 11:13:06.302036,9837.2,4426.74,3443.02,1967.44,50.16,131.8
2025-06-12 12:13:06.302036,9851.6,4433.22,3448.06,1970.32,50.06,132.4
2025-06-12 13:13:06.302036,9499.17,4274.63,3324.71,1899.83,50.02,134.1
2025-06-12 14:13:06.302036,9217.37,4147.82,3226.08,1843.47,50.01,130.6
2025-06-12 15:13:06.302036,10296.61,4633.47,3603.81,2059.32,49.85,130.9
2025-06-12 16:13:06.302036,9899.3,4454.69,3464.76,1979.86,50.16,131.9
2025-06-12 17:13:06.302036,9446.33,4250.85,3306.22,1889.27,50.19,129.1
2025-06-12 18:13:06.302036,12107.01,5448.16,4237.45,2421.4,50.04,131.0
2025-06-12 19:13:06.302036,12907.91,5808.56,4517.77,2581.58,50.07,132.5
2025-06-12 20:13:06.302036,13218.83,5948.47,4626.59,2643.77,49.87,133.7
2025-06-12 21:13:06.302036,14044.69,6320.11,4915.64,2808.94,49.99,135.7
2025-06-12 22:13:06.302036,12874.68,5793.61,4506.14,2574.94,49.85,130.6
